AUTHOR,BORN-DIED,TITLE,DATE,TECHNIQUE,LOCATION,URL,FORM,TYPE,SCHOOL,TIMEFRAME
"ANGELLINI, Francesco Maria",(1680-1731),Interior view,1720s,Photo,"Palazzo Aldrovandi-Montanari, Bologna",https://www.wga.hu/detail/a/angellin/staircas.jpg,architecture,interior,Italian,1701-1750
"ANGELLIS, Pieter","(b. 1685, Dunkerque, d. 1734, Rennes)",Musical Company in an Elegant Interior,-,"Oil on canvas, 58 x 49 cm",Private collection,https://www.wga.hu/detail/a/angellis/company.jpg,painting,genre,Flemish,1701-1750
ANGELO DA ORVIETO,(active 1317-1352),Exterior view,1322,Photo,"Palazzo dei Priori, Città di Castello",https://www.wga.hu/detail/a/angelo_o/cittadi1.jpg,architecture,other,Italian,1301-1350
ANGELO DA SIENA,"(documented 1447, Ferrara, d. 1456, Ferrara)",Small Female Portrait,-,"Panel, 42 x 33 cm","Museo Correr, Venice",https://www.wga.hu/detail/a/angelo_s/fem_port.jpg,painting,portrait,Italian,1451-1500
ANGELO DI NALDUCCIO,(active 1342-1389 in Siena),The Archangel Gabriel,1370,"Polychrome wood, height 176 cm","Museo Civico e Diocesano d'Arte Sacra, Montalcino",https://www.wga.hu/detail/a/angelo/gabriel.jpg,sculpture,religious,Italian,1351-1400
ANGELUCCIO,"(b. ca. 1620, Roma, d. ca. 1650, Roma)",Rural Scene,1640s,"Oil on canvas, 130 x 97 cm","Galleria Nazionale d'Arte Antica, Rome",https://www.wga.hu/detail/a/angelucc/rural_sc.jpg,painting,landscape,Italian,1601-1650
"ANGERMAYER, Johann Adalbert","(b. 1674, Bilina, d. 1740, Praha)",Bouquet of Flowers with Animals,1704,"Oil on panel, 50 x 34 cm","Liechtenstein Museum, Vienna",https://www.wga.hu/detail/a/angermay/bouquet.jpg,painting,still-life,Bohemian,1701-1750
"ANGOLO DEL MORO, Giulio","(b. 1555, Verona, d. 1616, Venezia)",Crest of Doge Marcantonio Memmo,-,Stucco,"Palazzo Ducale, Venice",https://www.wga.hu/detail/a/angolo/crest.jpg,sculpture,other,Italian,1551-1600
"ANGRAND, Charles","(b. 1854, Criquetot-sur-Ouville, d. 1926, Rouen)",Couple in the Street,1887,"Oil on canvas on card, 39 x 33 cm","Musée d'Orsay, Paris",https://www.wga.hu/detail/a/angrand/couple.jpg,painting,genre,French,1851-1900
"ANGUIER, François","(b. 1604, Eu, d. 1669, Paris)",Montmorency Tomb,1649-52,Marble,"Chapel of the Lycée, Moulins",https://www.wga.hu/detail/a/anguier/francois/montmore.jpg,sculpture,religious,French,1601-1650
"ANGUIER, Michel","(b. ca. 1613, Eu, d. 1686, Paris)",Amphitrite,1680,"Marble, height 198 cm","Musée du Louvre, Paris",https://www.wga.hu/detail/a/anguier/michel/amphitri.jpg,sculpture,mythological,French,1651-1700
"ANGUISSOLA, Lucia","(b. 1538, Cremona, d. 1565, Cremona)",Self-Portrait,1557,"Oil on panel, 28 x 20 cm","Castello Sforzesco, Milan",https://www.wga.hu/detail/a/anguisso/lucia/selfport.jpg,painting,portrait,Italian,1551-1600
"ANGUISSOLA, Sofonisba","(b. ca. 1530, Cremona, d. 1625, Palermo)",Bernardino Campi Painting Sofonisba Anguissola,c. 1559,"Oil on canvas, 111 x 110 cm","Pinacoteca Nazionale, Siena",https://www.wga.hu/detail/a/anguisso/sofonisb/campipai.jpg,painting,portrait,Italian,1551-1600
ANQUETIN. Louis,"(b. 1861, Étrépagny, nr Gisors, d. 1932, Paris)",Avenue de Clichy - Five O'Clock in the Evening,1887,"Oil on canvas, 69 x 54 cm","Wadsworth Atheneum, Hartford",https://www.wga.hu/detail/a/anquetin/clichy.jpg,painting,landscape,French,1851-1900
"ANSALDO, Giovanni Andrea","(b. 1584, Voltri, d. 1638, Genova)",Allegory of the Crowning of Ferdinando II de' Medici,1629,"Oil on canvas, 106 x 97 cm","Galleria Palatina (Palazzo Pitti), Florence",https://www.wga.hu/detail/a/ansaldo/allegory.jpg,painting,mythological,Italian,1601-1650
"ANSELMI, Michelangelo","(b. ca. 1492, Siena or Lucca, d. 1556, Parma)",Virgin in Glory Flanked by Sts John the Baptist and Stephen,1530s,"Oil on wood, 169 x 123 cm","Musée du Louvre, Paris",https://www.wga.hu/detail/a/anselmi/virgin_g.jpg,painting,religious,Italian,1501-1550
"ANTELAMI, Benedetto",(active 1170-1230 in Parma),June,c. 1200,Stone,"Baptistry, Parma",https://www.wga.hu/detail/a/antelami/06june.jpg,sculpture,mythological,Italian,1151-1200
"ANTHONISZ, Aert","(b. 1579/80, Antwerpen, d. 1620, Amsterdam)",Sea Battle between Dutch and Spanish Boats,1604,"Oil on panel, diameter 22,4 cm","Staatliche Museen, Berlin",https://www.wga.hu/detail/a/anthoni/seabattl.jpg,painting,historical,Dutch,1601-1650
"ANTHONISZ, Cornelis","(b. ca. 1499, Amsterdam, d. ca. 1555, Amsterdam)",Banquet of Members of Amsterdam's Crossbow Civic Guard,1533,"Oil on panel, 130 x 207 cm","Historisch Museum, Amsterdam",https://www.wga.hu/detail/a/anthonis/copperco.jpg,painting,portrait,Dutch,1501-1550
ANTICO,"(b. ca. 1460, Mantova, d. 1528, Mantova)",The Belvedere Apollo,1490s,"Bronze, partly gilded, height 45,5 cm","Liebieghaus, Frankfurt",https://www.wga.hu/detail/a/antico/apollo.jpg,sculpture,mythological,Italian,1451-1500
"ANTIGNA, Alexandre","(b. 1817, Orléans, d. 1878, Paris)",The Lightning,1848,"Oil on canvas, 220 x 171 cm","Musée des Augustins, Toulouse",https://www.wga.hu/detail/a/antigna/lightnin.jpg,painting,genre,French,1801-1850
"ANTOINE, Jacques-Denis","(b. 1733, Paris, d. 19801, Paris)",General view,1771-85,Photo,"Hôtel de la Monnaie, Paris",https://www.wga.hu/detail/a/antoine/monnaie1.jpg,architecture,other,French,1751-1800
"ANTOLINEZ, Francisco","(b. 1644, Sevilla, d. 1700, Sevilla)",David Triumphs over Goliath,1685,"Oil on canvas, 122 x 186 cm",Private collection,https://www.wga.hu/detail/a/antoline/francisc/david1.jpg,painting,mythological,Spanish,1651-1700
"ANTOLINEZ, José","(b. 1635, Madrid, d. 1675, Madrid)",Annunciation,1665-75,"Oil on canvas, 203 x 153 cm","The Hermitage, St. Petersburg",https://www.wga.hu/detail/a/antoline/jose/annuncia.jpg,painting,religious,Spanish,1651-1700
"ANTOLINI, Giovanni Antonio","(b. 1756, Castel Bolognese, d. 1841, Bologna)","Foro Bonaparte, Milan",1806,Engraving,"Bibliothèque Nationale, Paris",https://www.wga.hu/detail/a/antolini/forobon1.jpg,graphics,other,Italian,1801-1850
"ANTONELLI, Alessandro","(b. 1798, Ghemme, d. 1788, Maggiora)",Exterior view,1841,Photo,"San Gaudenzio, Novara",https://www.wga.hu/detail/a/antonel/gaudenz1.jpg,architecture,other,Italian,1751-1800
ANTONELLO da Messina,"(b. ca. 1430, Messina, d 1479, Messina)",San Cassiano Altar,1475-76,Oil on panel,"Kunsthistorisches Museum, Vienna",https://www.wga.hu/detail/a/antonell/cassiano.jpg,painting,religious,Italian,1451-1500
ANTONIAZZO ROMANO,(c. 1430-1508/12),Annunciation,1485,Wood,"Santa Maria sopra Minerva, Rome",https://www.wga.hu/detail/a/antoniaz/annunci.jpg,painting,religious,Italian,1451-1500
ANTONIO DA ATRI,"(b. ca. 1350, Atri, d. 1433, Atri)",Trinity with Three Faces,c.1400,Fresco,"Duomo, Atri",https://www.wga.hu/detail/a/antonio/atri/atri_tri.jpg,painting,religious,Italian,1351-1400
ANTONIO DA CREVALCORE,"(b. ca. 1440, Crevalcore, d. ca. 1525, Bologna)",Portrait of a Man,1475-80,"Tempera on wood, 51 x 43 cm","Museo Correr, Venice",https://www.wga.hu/detail/a/antonio/crevalco/portrait.jpg,painting,portrait,Italian,1451-1500
ANTONIO DA FABRIANO,(active 1447-1489),Coronation of the Virgin,1452,"Tempera on wood, 89 x 64 cm","Akademie der bildenden Künste, Vienna",https://www.wga.hu/detail/a/antonio/fabriano/coronati.jpg,painting,religious,Italian,1451-1500
ANTONIO DA FIRENZE,(active in the first half of the 15th century),Crucifixion with Mary and St John the Evangelist,1400-50,"Tempera on wood, 151 x 85 cm","The Hermitage, St. Petersburg",https://www.wga.hu/detail/a/antonio/firenze/crucifix.jpg,painting,religious,Italian,1401-1450
ANTONIO DA NEGROPONTE,(active second half of the 15th century),Madonna and Child Enthroned,c. 1455,"Egg tempera on panel, 300 x 235 cm","San Francesco della Vigna, Venice",https://www.wga.hu/detail/a/antonio/negropon/madchil.jpg,painting,religious,Italian,1451-1500
ANTONIO DA TRENTO,(active c. 1527 in Bologna),Nude Man in a Landscape,c. 1527,"Woodcut (two plates), 290 x 187 mm","Kunsthalle, Bremen",https://www.wga.hu/detail/a/antonio/trento/narcissu.jpg,graphics,study,Italian,1551-1600
ANTONIO DI VINCENZO,"(b. ca. 1350, Bologna, d. ca. 1402, Bologna)",Interior view,begun 1390,Photo,"San Petronio, Bologna",https://www.wga.hu/detail/a/antonio/vincenzo/petroni1.jpg,architecture,other,Italian,1351-1400
ANTONIO VENEZIANO,(active 1369-1419),Apostle James the Greater,c. 1384,"Poplar panel, 51 x 33 cm","Staatliche Museen, Berlin",https://www.wga.hu/detail/a/antonio/venezian/apostle.jpg,painting,religious,Italian,1351-1400
"ANTROPOV, Aleksey Petrovich","(b. 1716, St. Petersburg, d. 1795, St. Petersburg)",Portrait of Catherine II,before 1766,"Oil on canvas, 51 x 38 cm","The Hermitage, St. Petersburg",https://www.wga.hu/detail/a/antropov/portrai1.jpg,painting,portrait,Russian,1751-1800
APOLLONIO DI GIOVANNI,"(b. ca. 1414, Firenze, d. 1465, Firenze)",Cassone,1461-65,"Tempera and gold on panel, 103 x 196 x 84 cm","Metropolitan Museum of Art, New York",https://www.wga.hu/detail/a/apolloni/cassone1.jpg,furniture,other,Italian,1451-1500
"APPIANI, Andrea","(b. 1754, Milano, d. 1817, Milano)",Apollo and Daphne,1794-95,"Oil on canvas, 54 x 42 cm",Private collection,https://www.wga.hu/detail/a/appiani/apollo_d.jpg,painting,mythological,Italian,1801-1850
"APSHOVEN, Thomas van","(b. ca. 1622, Antwerpen, d. ca. 1665, Antwerpen)",Landscape with a Musician,-,"Oil on panel, 49 x 66 cm",Private collection,https://www.wga.hu/detail/a/apshoven/landscap.jpg,painting,landscape,Flemish,1651-1700
"APT, Ulrich the Elder","(b. ca. 1460, Augsburg, d. 1522, Augsburg)",Portrait of a Man and His Wife,1512,"Oil on linden panel, 33 x 63 cm","Metropolitan Museum of Art, New York",https://www.wga.hu/detail/a/apt/2portrai.jpg,painting,portrait,German,1501-1550
"ARALDI, Alessandro","(b. ca. 1460, Parma, d. ca. 1530, Parma)",Portrait of Barbara Pallavicino,1510s,"Oil on wood, 46,5 x 35 cm","Galleria degli Uffizi, Florence",https://www.wga.hu/detail/a/araldi/pallavic.jpg,painting,portrait,Italian,1501-1550
ARCANGELO DI JACOPO DEL SELLAIO,"(b. 1477/78, Firenze, d. 1530, Firenze)",The Annunciation,-,"Tempera on panel, 131 x 79 cm (each)",Private collection,https://www.wga.hu/detail/a/arcangel/annuncia.jpg,painting,religious,Italian,1501-1550
"ARCHITECT, Austrian",(active 1290s in Lower Austria),Interior view,before 1295,Photo,"Cistercian church, Heiligenkreuz",https://www.wga.hu/detail/zzzarchi/13c/6/01a_1251.jpg,architecture,other,Austrian,1251-1300
"ARCHITECT, Bohemian",(active c. 1100 in Bohemia),Chapter house,c. 1100,Photo,"Monastery, Osek",https://www.wga.hu/detail/zzzarchi/12c/6/04b_1101.jpg,architecture,religious,Bohemian,1101-1150
"ARCHITECT, Catalan",(active around 1022 in Catalonia),Exterior view,1022,Photo,"Monastery Sant Pere de Rodes, El Port de la Selva (Gerona)",https://www.wga.hu/detail/zzzarchi/11c/5/01c_1001.jpg,architecture,religious,Catalan,1001-1050
"ARCHITECT, Danish",(active 1150-1170 in Jutland),Exterior view,1170-1200,Photo,"Cathedral, Ribe, Jutland",https://www.wga.hu/detail/zzzarchi/12c/6/03d_1151.jpg,architecture,religious,Danish,1151-1200
"ARCHITECT, Dutch",(active after 1639 in Leiden),Interior view,begun 1639,Photo,"Marekerk, Leiden",https://www.wga.hu/detail/zzzarchi/17c/6/03d_1601.jpg,architecture,interior,Dutch,1601-1650
"ARCHITECT, English",(active around 1078 in London),Interior view,c. 1078,Photo,"White Tower, London",https://www.wga.hu/detail/zzzarchi/11c/4/01e_1051.jpg,architecture,religious,English,1051-1100
"ARCHITECT, Flemish",(active after 1220s in Gent),Interior view,1228-29,Photo,"Van de Bijloke Abbey, Gent",https://www.wga.hu/detail/zzzarchi/13c/6/04f_1201.jpg,architecture,interior,Flemish,1201-1250
"ARCHITECT, French",(active around 806 in Loiret),Exterior view,c. 806,Photo,"Oratory of Theodulf, Germigny-des-Prés (Loiret)",https://www.wga.hu/detail/zzzarchi/09c/germigny.jpg,architecture,religious,French,0801-0850
"ARCHITECT, German",(active 790s in Aachen),Interior view,796-98,Photo,"Palatine Chapel, Aachen",https://www.wga.hu/detail/zzzarchi/08c/1aachen1.jpg,architecture,religious,German,0751-0800
"ARCHITECT, Hungarian",(active after 1064 at Pécs),Interior view,after 1064,Photo,"Sts. Peter and Paul Cathedral, Pécs",https://www.wga.hu/detail/zzzarchi/11c/6/04o_1051.jpg,architecture,interior,Hungarian,1051-1100
"ARCHITECT, Irish",(active 1127-1134 in Ireland),Exterior view,1127-34,Photo,"Cormac's Chapel, Rock of Cashel, Cashel, Tipperary",https://www.wga.hu/detail/zzzarchi/12c/4/35i_1101.jpg,architecture,religious,Irish,1101-1150
"ARCHITECT, Italian",(active 770s in Lombardy),Interior view,772-76,Photo,"Tempietto Santa Maria in Valle, Cividale",https://www.wga.hu/detail/zzzarchi/08c/1civida1.jpg,architecture,interior,Italian,0751-0800
"ARCHITECT, Lithuanian",(active around 1500 in Lithuania),Exterior view,15th century,Photo,"St. Anne, Vilnius",https://www.wga.hu/detail/zzzarchi/15c/6/14o_1451.jpg,architecture,religious,Other,1451-1500
"ARCHITECT, Netherlandish",(active 1254-1517 in Utrecht),Exterior view,begun 1352,Photo,"Domkerk, Utrecht",https://www.wga.hu/detail/zzzarchi/14c/6/08n_1351.jpg,architecture,religious,Netherlandish,1351-1400
"ARCHITECT, Norwegian",(active after 1070 in Trondheim),Exterior view,begun 1070,Photo,"Nidaros Cathedral, Trondheim",https://www.wga.hu/detail/zzzarchi/11c/6/03o_1050.jpg,architecture,other,Norwegian,1051-1100
"ARCHITECT, Polish",(active 1140-1161 in central Poland),Exterior view,1140-61,Photo,"Collegiate church, Tum",https://www.wga.hu/detail/zzzarchi/12c/6/06p_1151.jpg,architecture,religious,Polish,1151-1200
"ARCHITECT, Portuguese",(active after 1147 in Lisbon),Exterior view,begun 1147,Photo,"Cathedral, Lisbon (Portugal)",https://www.wga.hu/detail/zzzarchi/12c/5/41p_1101.jpg,architecture,religious,Portuguese,1151-1200
"ARCHITECT, Scottish",(active around 1138 in Scotland),Exterior view,founded 1132,Photo,"Augustinian Abbey, Jedburgh, Scottish Borders",https://www.wga.hu/detail/zzzarchi/12c/4/30s_1101.jpg,architecture,religious,Scottish,1101-1150
"ARCHITECT, Spanish",(active 842-850 in Oviedo),Exterior view,842-50,Photo,"Palace auditorium, Monte Naranco, Oviedo",https://www.wga.hu/detail/zzzarchi/09c/oviedo1.jpg,architecture,other,Spanish,0801-0850
"ARCHITECT, Swedish",(active 1110-1145 in Lund),Exterior view,1110-45,Photo,"Cathedral, Lund",https://www.wga.hu/detail/zzzarchi/12c/6/01s_1100.jpg,architecture,religious,Swedish,1101-1150
"ARCHITECT, Swiss",(active around 800 in Müstair),Exterior view,c. 800,Photo,"Benedictine monastery, Müstair",https://www.wga.hu/detail/zzzarchi/08c/3mustai1.jpg,architecture,religious,Swiss,0751-0800
"ARCHITECT, Welsh",(active 1190-1198 in Wales),Exterior view,1190-98,Photo,"Cathedral, St Davids, Pembrokeshire",https://www.wga.hu/detail/zzzarchi/12c/4/35w_1151.jpg,architecture,religious,Other,1101-1150
"ARCIMBOLDO, Giuseppe","(b. 1526, Milano, d. 1593, Milano)",Scenes from the Life of St John the Baptist,1545,Fresco,"San Maurizio al Monastero Maggiore, Milan",https://www.wga.hu/detail/a/arcimbol/1early/1fresco1.jpg,painting,religious,Italian,1551-1600
"ARELLANO, Juan de","(b. 1614, Santorcaz, d. 1676, Madrid)",Still-Life,1645-50,"Oil on canvas, 55 x 45 cm",Private collection,https://www.wga.hu/detail/a/arellano/00arella.jpg,painting,still-life,Spanish,1601-1650
"ARENTSZ., Arent","(b. ca. 1585, Amsterdam, d. 1631, Amsterdam)",Fishermen and Farmers in a Landscape,-,"Oil on panel, 27 x 52 cm","Rijksmuseum, Amsterdam",https://www.wga.hu/detail/a/arentsz/landscap.jpg,painting,landscape,Dutch,1601-1650
"ARFE, Enrique de","(b. ca. 1475, Harff, d. 1545, León)",Monstrance,1517,"Silver, gold, precious stones","Cathedral Treasury, Toledo",https://www.wga.hu/detail/a/arfe/enrique/1toledo.jpg,metalwork,religious,Spanish,1501-1550
"ARFE, Juan de","(b. 1535, León, d. 1603, Madrid)",Monstrance,1578-90,"Silver, height 200 cm","Diocesan Museum, Valladolid",https://www.wga.hu/detail/a/arfe/juan/1vallado.jpg,metalwork,religious,Spanish,1551-1600
"ARGUNOV, Ivan Petrovich","(b. 1729, St. Petersburg, d. 1802, Moscow)",Portrait of an Unknown Peasant,1784,"Oil on canvas, 67 x 54 cm","State Tretyakov Gallery, Moscow",https://www.wga.hu/detail/a/argunov/peasant.jpg,painting,portrait,Russian,1751-1800
"ARKWRIGHT, Richard","(b. 1732, Preston, d. 1792, Cromford)",Cotton mill,1785,Photo,"Mill Road, Cromford, Derbyshire",https://www.wga.hu/detail/a/arkwrigh/cromfor1.jpg,architecture,other,English,1751-1800
ARNOLD OF WESTPHALIA,"(d. ca. 1480, Meissen)",General view,begun 1470,Photo,"Albrechtsburg Castle, Meissen",https://www.wga.hu/detail/a/arnold/meissen1.jpg,architecture,other,German,1451-1500
"ARNOLDI, Alberto",(active 1351-1364 in Florence),General view,1352-58,Photo,"Loggia del Bigallo, Florence",https://www.wga.hu/detail/a/arnoldi/bigallo1.jpg,architecture,other,Italian,1351-1400
ARNOLFO DI CAMBIO,"(b. ca. 1245, Colle di Valdelse, d. ca. 1310, Firenze)",Tomb of Cardinal de Braye,after 1282,Marble,"San Domenico, Orvieto",https://www.wga.hu/detail/a/arnolfo/1/braye.jpg,sculpture,religious,Italian,1251-1300
"ARNULPHY, Claude","(b. 1697, Grenoble, d. 1786, Aix-en-Provence)",Admiral Thomas Mathews,1743,"Oil on canvas, 127 x 102 cm","National Maritime Museum, Greenwich",https://www.wga.hu/detail/a/arnulphy/admiral.jpg,painting,portrait,French,1701-1750
"ARRIGHI, Antonio",(active 1746-1769 in Cremona),Interior view,begun 1746,Photo,"Palazzo Affaitati, Cremona",https://www.wga.hu/detail/a/arrighi/staircas.jpg,architecture,interior,Italian,1751-1800
"ARRUDA, Diogo de",(c. 1470-1531),External view,1510-13,Photo,"Monastery of the Knights of Christ, Tomar",https://www.wga.hu/detail/a/arruda/diogo/window1.jpg,architecture,other,Portuguese,1501-1550
"ARRUDA, Francisco de","(d. 1547, Évora)",Exterior view,1515-21,Photo,"Torre de Belém, Lisbon",https://www.wga.hu/detail/a/arruda/francisc/belem.jpg,architecture,other,Portuguese,1501-1550
"ARSON, Alphonse-Alexandre","(b. 1822, Paris, d. 1880, Paris)",Rabbit Family,c. 1850,"Sand cast bronze, 10 x 8 cm",Private collection,https://www.wga.hu/detail/a/arson/rabbit.jpg,sculpture,other,French,1851-1900
"ARTHOIS, Jacques d'","(b. 1613, Bruxelles, d. 1686, Bruxelles)",Edge of a Wood,-,"Oil on canvas, 57 x 75 cm","Musée du Louvre, Paris",https://www.wga.hu/detail/a/detailhois/edgewood.jpg,painting,landscape,Flemish,1651-1700
"ARTIOLI, Giuseppe",(active 1750-1800 in Mantua),Still_Life,1785,"Encaustic on panel, 11 x 19 cm",Private collection,https://www.wga.hu/detail/a/detailioli/stillife.jpg,painting,still-life,Italian,1751-1800
"ASAM, Cosmas Damian","(b. 1686, Benedikternbeuern, d. 1739, Weltenburg)",Assumption of Mary,1716-21,Fresco,"Benedictine Abbey, Weltenburg",https://www.wga.hu/detail/a/asam/cosmas/assumar.jpg,painting,religious,German,1701-1750
"ASAM, Egid Quirin","(b. 1692, Tegernsee, d. 1750, Mannheim)",Assumption of the Virgin,1717-25,Marble and stucco,"Pilgrimage-church, Rohr, Bavaria",https://www.wga.hu/detail/a/asam/egid/assumpti.jpg,sculpture,religious,German,1701-1750
"ASCH, Pieter Jansz. van","(b. 1603, Delft, d. 1678, Delft)",The Delft City Wall with the Houttuinen,c. 1650,"Oil on canvas, 53 x 76 cm",Private collection,https://www.wga.hu/detail/a/asch/citywall.jpg,painting,landscape,Dutch,1601-1650
"ASHFORD, William","(b. ca. 1746, Birmingham, d. 1824, Dublin)",View of Killarney,1778,"Oil on canvas, 69 x 99 cm",Private collection,https://www.wga.hu/detail/a/ashford/kilarney.jpg,painting,landscape,Irish,1751-1800
"ASHTON, Julian Rossi","(b. 1851, Surrey, d. 1942, Sidney)",The Gold Washer,1889,"Oil on canvas, 213 x 117 cm","Art Gallery of New South Wales, Sydney",https://www.wga.hu/detail/a/ashton/goldwash.jpg,painting,genre,Other,1851-1900
"ASPERTINI, Amico","(b. ca. 1475, Bologna, d. 1552, Bologna)",Adoration of the Shepherds,1515,"Oil on wood, 44,5 x 34 cm","Galleria degli Uffizi, Florence",https://www.wga.hu/detail/a/aspertin/adoratio.jpg,painting,religious,Italian,1501-1550
"ASPETTI, Tiziano","(b. ca. 1559, Padova, d. 1606, Pisa)",Andirons,-,Bronze,"Szépmûvészeti Múzeum, Budapest",https://www.wga.hu/detail/a/aspetti/andirons.jpg,sculpture,other,Italian,1551-1600
"ASSCHE, Henri van","(b. 1774, Bruxelles, d. 1841, Bruxelles)",River in the Ardennes at Sunset,1821,"Oil on panel, 138 x 120 cm","Rijksmuseum, Amsterdam",https://www.wga.hu/detail/a/assche/riverard.jpg,painting,landscape,Belgian,1801-1850
